,Property,PoolFeatures,Vinyl,,PoolFeatures,Vinyl,The pool has a vinyl surface.,Yes,Yes,
,Property,PoolFeatures,Waterfall,,PoolFeatures,Waterfall,The pool has a waterfall.,Yes,Yes,
,Property,,,,Possession,CloseOfEscrow,Possession is passed to the buyer at the close of escrow.,Yes,Yes,
,Property,,,,Possession,ClosePlus1Day,Possession is passed to the buyer one day after the close of escrow.,Yes,Yes,
,Property,,,,Possession,ClosePlus2Days,Possession is passed to the buyer two days after the close of escrow.,Yes,Yes,
,Property,,,,Possession,ClosePlus3Days,Possession is passed to the buyer three days after the close of escrow.,Yes,Yes,
,Property,,,,Possession,ClosePlus3To5Days,Possession is passed to the buyer three to five days after the close of escrow.,Yes,Yes,
,Property,,,,Possession,ClosePlus30Days,Possession is passed to the buyer 30 days after the close of escrow.,Yes,Yes,
,Property,,,,Possession,Negotiable,Timing of the passing of possession to the buyer is negotiable.,Yes,Yes,
,Property,,,,Possession,Other,A type of possession not included on this list.,Yes,Yes,
,Property,,,,Possession,RentalAgreement,Possession is stipulated in the rental agreement.,Yes,Yes,
,Property,,,,Possession,SeeRemarks,See the listing/agent remarks for more information on possession.,Yes,Yes,
,Property,,,,Possession,SellerRentBack,"Possession is determined by the details of the seller rent-back agreement. In most cases, the seller will remain resident.",Yes,Yes,
,Property,,,,Possession,SubjectToTenantRights,The terms of the transfer of possession are subject to the rights of the current tenant.,Yes,Yes,
,Property,PossibleUse,Commercial,,PossibleUse,Commercial,This land is currently used for or could be used for comercial purposes.,Yes,Yes,
,Property,PossibleUse,Development,,PossibleUse,Development,This land is currently used for or could be used for a new development.,Yes,Yes,
,Property,PossibleUse,Investment,,PossibleUse,Investment,This land is currently used as or could be used as an investment.,Yes,Yes,
,Property,PossibleUse,MedicalDental,,PossibleUse,MedicalDental,This land is currently used for or could be used for a medical/dental busniess.,Yes,Yes,
,Property,PossibleUse,MiniStorage,,PossibleUse,MiniStorage,This land is currently used for or could be used for a mini storage business.,Yes,Yes,
,Property,PossibleUse,MixedUse,,PossibleUse,MixedUse,This land is currently used for or could be used for mixed uses.,Yes,Yes,
,Property,PossibleUse,MultiFamily,,PossibleUse,MultiFamily,The land is currently used for or could be used for a multifamily dwelling or dwellings.,Yes,Yes,
,Property,PossibleUse,Office,,PossibleUse,Office,This land is currently used as or could be used as office space.,Yes,Yes,
,Property,PossibleUse,Other,,PossibleUse,Other,The land is currently used for or could be used for some use other than those on this list.,Yes,Yes,
,Property,PossibleUse,Residential,,PossibleUse,Residential,This land is currently used for or could be used for residential purposes.,Yes,Yes,
,Property,PossibleUse,Retail,,PossibleUse,Retail,This land is currently used for or could be used for retail purposes.,Yes,Yes,
,Property,PossibleUse,SeeRemarks,,PossibleUse,SeeRemarks,See the public or private remarks for details on the current or possible use.,Yes,Yes,
,Property,PossibleUse,SingleFamily,,PossibleUse,SingleFamily,The land is currently used for single-family residence.,Yes,Yes,
,Property,PossibleUse,Subdevelopment,,PossibleUse,Subdevelopment,This land is currently used for or could be used for a subdevelopment or subdevelopments.,Yes,Yes,
,Property,PossibleUse,Subdivision,,PossibleUse,Subdivision,This land is currently used for or could be used for property subdivisions.,Yes,Yes,
,Property,PossibleUse,Unimproved,,PossibleUse,Unimproved,The land is currently unimproved.,Yes,Yes,
,Property,PossibleUse,,,PossibleUse,Vacant,The land is currently vacant.,Yes,Yes,
,Property,PostalCity,Arverne,,PostalCity,Arverne,,Yes,Yes,
,Property,PostalCity,Astoria,,PostalCity,Astoria,,Yes,Yes,
,Property,PostalCity,Bayside,,PostalCity,Bayside,,Yes,Yes,
,Property,PostalCity,Beechhurst,,PostalCity,Beechhurst,,Yes,Yes,
,Property,PostalCity,Bellerose,,PostalCity,Bellerose,,Yes,Yes,
,Property,PostalCity,Breezy Point,,PostalCity,BreezyPoint,,Yes,Yes,
,Property,PostalCity,Briarwood,,PostalCity,Briarwood,,Yes,Yes,
,Property,PostalCity,Bronx,,PostalCity,Bronx,,Yes,Yes,
,Property,PostalCity,Brooklyn,,PostalCity,Brooklyn,,Yes,Yes,
,Property,PostalCity,Cambria Heights,,PostalCity,CambriaHeights,,Yes,Yes,
,Property,PostalCity,College Point,,PostalCity,CollegePoint,,Yes,Yes,
,Property,PostalCity,Douglaston,,PostalCity,Douglaston,,Yes,Yes,
,Property,PostalCity,East Elmhurst,,PostalCity,EastElmhurst,,Yes,Yes,
,Property,PostalCity,Edgemere,,PostalCity,Edgemere,,Yes,Yes,
,Property,PostalCity,Elmhurst,,PostalCity,Elmhurst,,Yes,Yes,
,Property,PostalCity,Far Rockaway,,PostalCity,FarRockaway,,Yes,Yes,
,Property,PostalCity,Floral Park,,PostalCity,FloralPark,,Yes,Yes,
,Property,PostalCity,Flushing,,PostalCity,Flushing,,Yes,Yes,
,Property,PostalCity,Forest Hills,,PostalCity,ForestHills,,Yes,Yes,
,Property,PostalCity,Fresh Meadows,,PostalCity,FreshMeadows,,Yes,Yes,
,Property,PostalCity,Glendale,,PostalCity,Glendale,,Yes,Yes,
,Property,PostalCity,Hollis,,PostalCity,Hollis,,Yes,Yes,
,Property,PostalCity,Howard Beach,,PostalCity,HowardBeach,,Yes,Yes,
,Property,PostalCity,Jackson Heights,,PostalCity,JacksonHeights,,Yes,Yes,
,Property,PostalCity,Jamaica,,PostalCity,Jamaica,,Yes,Yes,
,Property,PostalCity,Kew Gardens,,PostalCity,KewGardens,,Yes,Yes,
,Property,PostalCity,Kings,,PostalCity,Kings,,Yes,Yes,
,Property,PostalCity,Little Neck,,PostalCity,LittleNeck,,Yes,Yes,
,Property,PostalCity,Long Island City,,PostalCity,LongIslandCity,,Yes,Yes,
,Property,PostalCity,Manhattan,,PostalCity,Manhattan,,Yes,Yes,
,Property,PostalCity,Maspeth,,PostalCity,Maspeth,,Yes,Yes,
,Property,PostalCity,Middle Village,,PostalCity,MiddleVillage,,Yes,Yes,
,Property,PostalCity,NewYork,,PostalCity,NewYork,,Yes,Yes,
,Property,PostalCity,Oakland Gardens,,PostalCity,OaklandGardens,,Yes,Yes,
,Property,PostalCity,Ozone Park,,PostalCity,OzonePark,,Yes,Yes,
,Property,PostalCity,Queens,,PostalCity,Queens,,Yes,Yes,
,Property,PostalCity,Queens Village,,PostalCity,QueensVillage,,Yes,Yes,
,Property,PostalCity,Rego Park,,PostalCity,RegoPark,,Yes,Yes,
,Property,PostalCity,Richmond Hill,,PostalCity,RichmondHill,,Yes,Yes,
,Property,PostalCity,Ridgewood,,PostalCity,Ridgewood,,Yes,Yes,
,Property,PostalCity,Rockaway Beach,,PostalCity,RockawayBeach,,Yes,Yes,
,Property,PostalCity,Rockaway Park,,PostalCity,RockawayPark,,Yes,Yes,
,Property,PostalCity,Rosedale,,PostalCity,Rosedale,,Yes,Yes,
,Property,PostalCity,South Ozone Park,,PostalCity,SouthOzonePark,,Yes,Yes,
,Property,PostalCity,South Richmond Hill,,PostalCity,SouthRichmondHill,,Yes,Yes,
,Property,PostalCity,St. Albans,,PostalCity,St.Albans,,Yes,Yes,
,Property,PostalCity,StatenIsland,,PostalCity,StatenIsland,,Yes,Yes,
,Property,PostalCity,Sunnyside,,PostalCity,Sunnyside,,Yes,Yes,
,Property,PostalCity,White Stone,,PostalCity,WhiteStone,,Yes,Yes,
,Property,PostalCity,Wood Haven,,PostalCity,WoodHaven,,Yes,Yes,
,Property,PostalCity,Wood Side,,PostalCity,WoodSide,,Yes,Yes,
,Property,,,,PrivateOutdoorSpaceSize,LessThan60Sqft,,Yes,Yes,
,Property,,,,PrivateOutdoorSpaceSize,GreaterThan60Sqft,,Yes,Yes,
,Property,PropertyCondition,,,PropertyCondition,Excellent,"1. Well Maintained and upgraded and/or quality building materials.
2. These properties are fully financeable in their current state.
3. If the interior is viewed, the appliances are up to date and are of high quality.
4. Many upgrades. Modern. Include newly renovated.",Yes,Yes,
,Property,PropertyCondition,Fair,,PropertyCondition,Fair,"1. Maintained and evidence of typical wear and tear for age and neighborhood.
2. Any deferred maintenance can be resolved and is mostly cosmetic in nature.
3. These properties are fully financeable in their current state.
4. If the interior is viewed, the appliances are of adequate functionality.
5. Will need maintenance/upgrades.",Yes,Yes,
,Property,PropertyCondition,Good,,PropertyCondition,Good,"1. Well maintained and few/no evidence of deferred maintenance.
2. Very minimal deferred maintenance can be quickly resolved and is only cosmetic in nature.
3. Some upgrades typical in market.
4. These properties are fully financeable in their current state.
5. If the interior is viewed, the appliances are up to date and are of good quality but not necessarily high quality.",Yes,Yes,
,Property,PropertyCondition,Poor,,PropertyCondition,Poor,"1. Uninhabitable, dilapidated, fire damaged, flooded, vandalized.
2. Major repairs needed.
3. These properties are not financeable in their current state.
4. If the interior is viewed, the appliances are out of date with suspect functionality.",Yes,Yes,
,Property,PropertySubType,Apartment,,PropertySubType,Apartment,"A unit within a wholly owned structure of five or more units. This may not be used for Residential or Residential Income. For Residential, use Condo. For Income, use Residential Income.",Yes,Yes,
,Property,,,,PropertySubType,CoOwnership,Co-ownership indicates that the property is owned by two or more parties in which each party has an equal ownership interest and obtains ownership at the same time.   It may be referred to as fractional ownership.,Yes,Yes,
,Property,PropertySubType,DeededParking,,PropertySubType,DeededParking,A parking space (or spaces) that are owned and separate from a residence.,Yes,Yes,
,Property,PropertySubType,Duplex,,PropertySubType,Duplex,A multifamily structure that has two independent units with a shared wall or ceiling/floor.,Yes,Yes,
,Property,PropertySubType,GardenApartment,,PropertySubType,GardenApartment,A single unit garden apartment can refer to a unit within a garden apartment complex or a unit with an attached garden.,Yes,Yes,
,Property,PropertySubType,Loft,,PropertySubType,Loft,A property with features of a loft unit or building.,Yes,Yes,
,Property,PropertySubType,MixedUse,,PropertySubType,MixedUse,A property that has both residential and commercial space/use.,Yes,Yes,
,Property,PropertySubType,MultiFamily,,PropertySubType,MultiFamily,A structure or complex with five or more units that are individual dwellings.,Yes,Yes,
,Property,PropertySubType,Office,,PropertySubType,Office,The property is designed to be used as office space.,Yes,Yes,
,Property,PropertySubType,Quadruplex,,PropertySubType,Quadruplex,A multifamily structure with four independent units with shared walls or ceilings/floors.,Yes,Yes,
,Property,PropertySubType,Retail,,PropertySubType,Retail,The property designed to be used as retail space.,Yes,Yes,
,Property,PropertySubType,SingleFamilyResidence,,PropertySubType,SingleFamilyResidence,"A stand-alone, detached residential building used as a single-dwelling unit with no shared walls and its own lot or land with no shared utilities with another dwelling unit.",Yes,Yes,
,Property,PropertySubType,Timeshare,,PropertySubType,Timeshare,"A form of property ownership where a property is held by a number of people, each with the right of possession for a specified time interval.",Yes,Yes,
,Property,PropertySubType,MultiFamilyTownhouse,,PropertySubType,MultiFamilyTownhouse,A townhouse structure that has more than 1 individual unit in the dwelling.,Yes,Yes,
,Property,PropertySubType,SingleFamilyTownhouse,,PropertySubType,SingleFamilyTownhouse,A dwelling unit generally having two or more floors and attached to other similar units via party walls.,Yes,Yes,
,Property,PropertySubType,Triplex,,PropertySubType,Triplex,A multifamily structure with three independent units with shared walls or ceilings/floors.,Yes,Yes,
,Property,PropertySubType,UnimprovedLand,,PropertySubType,UnimprovedLand,Land that has not been built upon or improved.,Yes,Yes,
,Property,PropertySubType,UnitDuplex,,PropertySubType,UnitDuplex,A unit with two stories/levels.,Yes,Yes,
,Property,PropertySubType,UnitQuadruplex,,PropertySubType,UnitQuadruplex,A unit with four stories/levels.,Yes,Yes,
,Property,PropertySubType,UnitTriplex,,PropertySubType,UnitTriplex,A unit with three stories/levels.,Yes,Yes,
,Property,PropertyType,Residential,,PropertyType,Residential,The property type of the listing is Residential. The property type can be references as a class or a field within a single class structure.,Yes,Yes,
,Property,PropertyType,ResidentialLease,,PropertyType,ResidentialLease,The property type of the listing is Residential Lease. The property type can be references as a class or a field within a single class structure.,Yes,Yes,
,Property,SecurityFeatures,Buzzer,,SecurityFeatures,Buzzer,The property has a buzzer system.,Yes,Yes,
,Property,SecurityFeatures,Cameras,,SecurityFeatures,Cameras,The property has a security camera system.,Yes,Yes,
,Property,SecurityFeatures,CarbonMonoxideDetectors,,SecurityFeatures,CarbonMonoxideDetectors,The property has a carbon monoxide detector or detectors.,Yes,Yes,
,Property,SecurityFeatures,ClosedCircuitCameras,,SecurityFeatures,ClosedCircuitCameras,The property has a closed-circuit camera or cameras.,Yes,Yes,
,Property,SecurityFeatures,FireAlarm,,SecurityFeatures,FireAlarm,The property has a fire alarm or fire alarms.,Yes,Yes,
,Property,SecurityFeatures,FireEscape,,SecurityFeatures,FireEscape,The property has a fire escape.,Yes,Yes,
,Property,SecurityFeatures,FireSprinklerSystem,,SecurityFeatures,FireSprinklerSystem,The property has a fire sprinkler system.,Yes,Yes,
,Property,SecurityFeatures,Firewalls,,SecurityFeatures,Firewalls,The property has a firewall or firewalls.,Yes,Yes,
,Property,SecurityFeatures,Intercom,,SecurityFeatures,Intercom,The property has an intercom system.,Yes,Yes,
,Property,SecurityFeatures,KeyCardEntry,,SecurityFeatures,KeyCardEntry,The property or community has key card entry.,Yes,Yes,
,Property,SecurityFeatures,KeyFobEntry,,SecurityFeatures,KeyFobEntry,The property or community has a key fob entry system.,Yes,Yes,
,Property,SecurityFeatures,None,,SecurityFeatures,None,The property has no enhanced security features.,Yes,Yes,
,Property,SecurityFeatures,Other,,SecurityFeatures,Other,The property has security features other than those on this list.,Yes,Yes,
,Property,SecurityFeatures,PanicAlarm,,SecurityFeatures,PanicAlarm,The property has a panic alarm.,Yes,Yes,
,Property,SecurityFeatures,Prewired,,SecurityFeatures,Prewired,The property is prewired for a security system.,Yes,Yes,
,Property,SecurityFeatures,SecuredGarageParking,,SecurityFeatures,SecuredGarageParking,The property has a secured garage or parking area.,Yes,Yes,
,Property,SecurityFeatures,SecurityFence,,SecurityFeatures,SecurityFence,The property has a security fence.,Yes,Yes,
,Property,SecurityFeatures,SecurityGate,,SecurityFeatures,SecurityGate,The property has a security gate.,Yes,Yes,
,Property,SecurityFeatures,SecurityGuard,,SecurityFeatures,SecurityGuard,The property or community has a security guard.,Yes,Yes,
,Property,SecurityFeatures,SecurityLights,,SecurityFeatures,SecurityLights,The property has security lights.,Yes,Yes,
,Property,SecurityFeatures,SecurityService,,SecurityFeatures,SecurityService,The property has a security service.,Yes,Yes,
,Property,SecurityFeatures,SecuritySystem,,SecurityFeatures,SecuritySystem,The property has a security system.,Yes,Yes,
,Property,SecurityFeatures,SecuritySystemLeased,,SecurityFeatures,SecuritySystemLeased,The property has a leased security system.,Yes,Yes,
,Property,SecurityFeatures,SecuritySystemOwned,,SecurityFeatures,SecuritySystemOwned,The property has an owned security system.,Yes,Yes,
,Property,SecurityFeatures,SeeRemarks,,SecurityFeatures,SeeRemarks,See the remarks fields for more information about the security features of the property.,Yes,Yes,
,Property,SecurityFeatures,SmartLockEntry,,SecurityFeatures,SmartLockEntry,The property has a smart lock entry system.,Yes,Yes,
,Property,SecurityFeatures,SmokeDetectors,,SecurityFeatures,SmokeDetectors,The property has a smoke detector or smoke detectors.,Yes,Yes,
,Property,SecurityFeatures,WindowBars,,SecurityFeatures,WindowBars,The property has window bars.,Yes,Yes,
,Property,SecurityFeatures,WindowBarsWithQuickRelease,,SecurityFeatures,WindowBarsWithQuickRelease,The property has window bars with a quick-release mechanism.,Yes,Yes,
,Property,ShowingContactType,Agent,,ShowingContactType,Agent,The showing contact is a licensed agent.,Yes,Yes,
,Property,ShowingContactType,Occupant,,ShowingContactType,Occupant,The showing contact is the occupant.,Yes,Yes,
,Property,ShowingContactType,Owner,,ShowingContactType,Owner,The showing contact is the owner.,Yes,Yes,
,Property,ShowingContactType,PropertyManager,,ShowingContactType,PropertyManager,The showing contact is the property manager.,Yes,Yes,
,Property,ShowingDays,Fridays,,ShowingDays,Fridays,Showings are available on Fridays.,Yes,Yes,
,Property,ShowingDays,Mondays,,ShowingDays,Mondays,Showings are available on Mondays.,Yes,Yes,
,Property,ShowingDays,Saturdays,,ShowingDays,Saturdays,Showings are available on Saturdays.,Yes,Yes,
,Property,ShowingDays,Sundays,,ShowingDays,Sundays,Showings are available on Sundays.,Yes,Yes,
,Property,ShowingDays,Thursdays,,ShowingDays,Thursdays,Showings are available on Thursdays.,Yes,Yes,
,Property,ShowingDays,Tuesdays,,ShowingDays,Tuesdays,Showings are available on Tuesdays.,Yes,Yes,
,Property,ShowingDays,Wednesdays,,ShowingDays,Wednesdays,Showings are available on Wednesdays.,Yes,Yes,
,Property,SpaFeatures,AboveGround,,SpaFeatures,AboveGround,The spa is not built into the ground.,Yes,Yes,
,Property,SpaFeatures,Bath,,SpaFeatures,Bath,The bath has a built-in spa or jets.,Yes,Yes,
,Property,SpaFeatures,Community,,SpaFeatures,Community,The property has access to a community spa.,Yes,Yes,
,Property,SpaFeatures,Fiberglass,,SpaFeatures,Fiberglass,The spa is lined or made of fiberglass.,Yes,Yes,
,Property,SpaFeatures,Gunite,,SpaFeatures,Gunite,The spa is lined with gunite.,Yes,Yes,
,Property,SpaFeatures,Heated,,SpaFeatures,Heated,The spa is heated.,Yes,Yes,
,Property,SpaFeatures,InGround,,SpaFeatures,InGround,The spa is built into the ground.,Yes,Yes,
,Property,SpaFeatures,None,,SpaFeatures,None,The property has no spa.,Yes,Yes,
,Property,SpaFeatures,Private,,SpaFeatures,Private,The spa is privately owned or is secluded.,Yes,Yes,
,Property,SpaFeatures,SeeRemarks,,SpaFeatures,SeeRemarks,See the remarks fields for more information about the spa.,Yes,Yes,
,Property,SpecialListingConditions,Auction,,SpecialListingConditions,Auction,The listing is an auction.,Yes,Yes,
,Property,SpecialListingConditions,BankruptcyProperty,,SpecialListingConditions,BankruptcyProperty,The listed property is currently involved in a bankruptcy.,Yes,Yes,
,Property,SpecialListingConditions,BoardApprovalNotRequired,,SpecialListingConditions,BoardApprovalNotRequired,Approval from the board is not required for the sale to finalize.,Yes,Yes,
,Property,SpecialListingConditions,BoardApprovalRequired,,SpecialListingConditions,BoardApprovalRequired,Approval from the board is required for the sale to finalize.,Yes,Yes,
,Property,SpecialListingConditions,HudOwned,,SpecialListingConditions,HudOwned,The listed property is owned and being sold by the U.S. Department of Housing and Urban Development.,Yes,Yes,
,Property,SpecialListingConditions,InForeclosure,,SpecialListingConditions,InForeclosure,The listed property is currently in the process of foreclosure.,Yes,Yes,
,Property,SpecialListingConditions,NoticeOfDefault,,SpecialListingConditions,NoticeOfDefault,There is a notice of default on the listed property.,Yes,Yes,
,Property,SpecialListingConditions,ProbateListing,,SpecialListingConditions,ProbateListing,The listed property is a probate sale.,Yes,Yes,
,Property,SpecialListingConditions,RealEstateOwned,,SpecialListingConditions,RealEstateOwned,The listed property is currently owned by a bank/lender.,Yes,Yes,
,Property,SpecialListingConditions,ShortSale,,SpecialListingConditions,ShortSale,The listing is a short sale (short pay) and may require bank approval.,Yes,Yes,
,Property,SpecialListingConditions,Standard,,SpecialListingConditions,Standard,The listing has none of the other conditions in the Special Listing Conditions field.,Yes,Yes,
,Property,SpecialListingConditions,ThirdPartyApproval,,SpecialListingConditions,ThirdPartyApproval,A court or other third-party approval is required for the sale to finalize.,Yes,Yes,
,Property,StandardStatus,Active,,StandardStatus,Active,The listing is on market and an offer has not been accepted.,No,Yes,
,Property,StandardStatus,Canceled,,StandardStatus,Canceled,The listing contract has been terminated.,No,Yes,
,Property,StandardStatus,Closed,,StandardStatus,Closed,The purchase agreement has been fulfilled or the lease agreement has been executed.,No,Yes,
,Property,StandardStatus,ComingSoon,,StandardStatus,ComingSoon,"This is a listing that has not yet been on market but will be on market soon. A listing contract has been executed. Some systems may use Hold or Withdrawn for similar purposes. When all three are in use, Hold expresses a listing that may have been on market but is off market temporarily and is expected to return to market. Withdrawn may have been on market but, when used in conjunction with Hold, is not expected to return to market. Coming Soon is different from Hold and Withdrawn, as the property, under the current listing contract only, has not been previously on market.",No,Yes,
,Property,StandardStatus,Expired,,StandardStatus,Expired,The listing contract has expired.,No,Yes,
,,StandardStatus,Incomplete,,StandardStatus,Incomplete,The listing has not yet been completely entered and is not yet published in the MLS.,Yes,No,Listing marked Incomplete are required to submit status as Active prior to marking status as Pending.
,Property,StandardStatus,Hold,,StandardStatus,Hold,A contract exists between the seller and the listing member but have been temporarily taken off market. Not allowing any showings and/or not taking any further offers.,No,Yes,
,Property,StateOrProvince,NY,,StateOrProvince,NY,The U.S. state in which the listing is located is New York.,Yes,Yes,Required for all listings to reside in the 5 boroughs of NYC
,Property,AlternateStreetDirPrefix,E,,StreetDirection,E,The street suffix or prefix direction is east.,Yes,Yes,
,Property,AlternateStreetDirSuffix,E,,StreetDirection,E,The street suffix or prefix direction is east.,Yes,Yes,
,Property,DirectionFaces,East,,DirectionFaces,E,The front of the structure faces east.,Yes,Yes,
,Property,StreetDirPrefix,E,,StreetDirection,E,The street suffix or prefix direction is east.,Yes,Yes,
,Property,StreetDirSuffix,E,,StreetDirection,E,The street suffix or prefix direction is east.,Yes,Yes,
,Property,AlternateStreetDirPrefix,N,,StreetDirection,N,The street suffix or prefix direction is north.,Yes,Yes,
,Property,AlternateStreetDirSuffix,N,,StreetDirection,N,The street suffix or prefix direction is north.,Yes,Yes,
,Property,DirectionFaces,North,,DirectionFaces,N,The front of the structure faces north.,Yes,Yes,
,Property,StreetDirPrefix,N,,StreetDirection,N,The street suffix or prefix direction is north.,Yes,Yes,
,Property,StreetDirSuffix,N,,StreetDirection,N,The street suffix or prefix direction is north.,Yes,Yes,
,Property,AlternateStreetDirPrefix,NE,,StreetDirection,NE,The street suffix or prefix direction is northeast.,Yes,Yes,
,Property,AlternateStreetDirSuffix,NE,,StreetDirection,NE,The street suffix or prefix direction is northeast.,Yes,Yes,
,Property,DirectionFaces,Northeast,,DirectionFaces,NE,The front of the structure faces northeast.,Yes,Yes,
,Property,StreetDirPrefix,NE,,StreetDirection,NE,The street suffix or prefix direction is northeast.,Yes,Yes,
,Property,StreetDirSuffix,NE,,StreetDirection,NE,The street suffix or prefix direction is northeast.,Yes,Yes,
,Property,AlternateStreetDirPrefix,NW,,StreetDirection,NW,The street suffix or prefix direction is northwest.,Yes,Yes,
,Property,AlternateStreetDirSuffix,NW,,StreetDirection,NW,The street suffix or prefix direction is northwest.,Yes,Yes,
,Property,DirectionFaces,Northwest,,DirectionFaces,NW,The front of the structure faces northwest.,Yes,Yes,
,Property,StreetDirPrefix,NW,,StreetDirection,NW,The street suffix or prefix direction is northwest.,Yes,Yes,
,Property,StreetDirSuffix,NW,,StreetDirection,NW,The street suffix or prefix direction is northwest.,Yes,Yes,
,Property,AlternateStreetDirPrefix,S,,StreetDirection,S,The street suffix or prefix direction is south.,Yes,Yes,
,Property,AlternateStreetDirSuffix,S,,StreetDirection,S,The street suffix or prefix direction is south.,Yes,Yes,
,Property,DirectionFaces,South,,DirectionFaces,S,The front of the structure faces south.,Yes,Yes,
,Property,StreetDirPrefix,S,,StreetDirection,S,The street suffix or prefix direction is south.,Yes,Yes,
,Property,StreetDirSuffix,S,,StreetDirection,S,The street suffix or prefix direction is south.,Yes,Yes,
,Property,AlternateStreetDirPrefix,SE,,StreetDirection,SE,The street suffix or prefix direction is southeast.,Yes,Yes,
,Property,AlternateStreetDirSuffix,SE,,StreetDirection,SE,The street suffix or prefix direction is southeast.,Yes,Yes,
,Property,DirectionFaces,Southeast,,DirectionFaces,SE,The front of the structure faces southeast.,Yes,Yes,
,Property,StreetDirPrefix,SE,,StreetDirection,SE,The street suffix or prefix direction is southeast.,Yes,Yes,
,Property,StreetDirSuffix,SE,,StreetDirection,SE,The street suffix or prefix direction is southeast.,Yes,Yes,
,Property,AlternateStreetDirPrefix,SW,,StreetDirection,SW,The street suffix or prefix direction is southwest.,Yes,Yes,
,Property,AlternateStreetDirSuffix,SW,,StreetDirection,SW,The street suffix or prefix direction is southwest.,Yes,Yes,
,Property,DirectionFaces,Southwest,,DirectionFaces,SW,The front of the structure faces southwest.,Yes,Yes,
,Property,StreetDirPrefix,SW,,StreetDirection,SW,The street suffix or prefix direction is southwest.,Yes,Yes,
,Property,StreetDirSuffix,SW,,StreetDirection,SW,The street suffix or prefix direction is southwest.,Yes,Yes,
,Property,AlternateStreetDirPrefix,W,,StreetDirection,W,The street suffix or prefix direction is west.,Yes,Yes,
,Property,AlternateStreetDirSuffix,W,,StreetDirection,W,The street suffix or prefix direction is west.,Yes,Yes,
,Property,DirectionFaces,West,,DirectionFaces,W,The front of the structure faces west.,Yes,Yes,
,Property,StreetDirPrefix,W,,StreetDirection,W,The street suffix or prefix direction is west.,Yes,Yes,
,Property,StreetDirSuffix,W,,StreetDirection,W,The street suffix or prefix direction is west.,Yes,Yes,
,Property,AlternateStreetSuffix,Aly,,StreetSuffix,Alley,The street suffix is Alley.,Yes,Yes,
,Property,StreetSuffix,Aly,,StreetSuffix,Alley,The street suffix is Alley.,Yes,Yes,
,Property,AlternateStreetSuffix,Ave,,StreetSuffix,Avenue,The street suffix is Avenue.,Yes,Yes,
,Property,StreetSuffix,Ave,,StreetSuffix,Avenue,The street suffix is Avenue.,Yes,Yes,
,Property,AlternateStreetSuffix,Blvd,,StreetSuffix,Boulevard,The street suffix is Boulevard.,Yes,Yes,
,Property,StreetSuffix,Blvd,,StreetSuffix,Boulevard,The street suffix is Boulevard.,Yes,Yes,
,Property,AlternateStreetSuffix,Cir,,StreetSuffix,Circle,The street suffix is Circle.,Yes,Yes,
,Property,StreetSuffix,Cir,,StreetSuffix,Circle,The street suffix is Circle.,Yes,Yes,
,Property,AlternateStreetSuffix,Cmns,,StreetSuffix,Commons,The street suffix is Commons.,Yes,Yes,
,Property,StreetSuffix,Cmns,,StreetSuffix,Commons,The street suffix is Commons.,Yes,Yes,
,Property,AlternateStreetSuffix,Ct,,StreetSuffix,Court,The street suffix is Court.,Yes,Yes,
,Property,StreetSuffix,Ct,,StreetSuffix,Court,The street suffix is Court.,Yes,Yes,
,Property,AlternateStreetSuffix,Cove,,StreetSuffix,Cove,The street suffix is for a cul-de-sac or dead-end road.,Yes,Yes,
,Property,StreetSuffix,Cove,,StreetSuffix,Cove,The street suffix is for a cul-de-sac or dead-end road.,Yes,Yes,
,Property,AlternateStreetSuffix,Cres,,StreetSuffix,Crescent,The street suffix is Crescent.,Yes,Yes,
,Property,StreetSuffix,Cres,,StreetSuffix,Crescent,The street suffix is Crescent.,Yes,Yes,
,Property,AlternateStreetSuffix,Dr,,StreetSuffix,Drive,The street suffix is Drive.,Yes,Yes,
,Property,StreetSuffix,Dr,,StreetSuffix,Drive,The street suffix is Drive.,Yes,Yes,
,Property,AlternateStreetSuffix,Expy,,StreetSuffix,Expressway,The street suffix is Expressway.,Yes,Yes,
,Property,StreetSuffix,Expy,,StreetSuffix,Expressway,The street suffix is Expressway.,Yes,Yes,
,Property,AlternateStreetSuffix,Gdns,,StreetSuffix,Gardens,The street suffix is Gardens.,Yes,Yes,
,Property,StreetSuffix,Gdns,,StreetSuffix,Gardens,The street suffix is Gardens.,Yes,Yes,
,Property,AlternateStreetSuffix,Hts,,StreetSuffix,Heights,The street suffix is Heights.,Yes,Yes,
,Property,StreetSuffix,Hts,,StreetSuffix,Heights,The street suffix is Heights.,Yes,Yes,
,Property,AlternateStreetSuffix,Hwy,,StreetSuffix,Highway,The street suffix is Highway.,Yes,Yes,
,Property,StreetSuffix,Hwy,,StreetSuffix,Highway,The street suffix is Highway.,Yes,Yes,
,Property,AlternateStreetSuffix,Ln,,StreetSuffix,Lane,The street suffix is Lane.,Yes,Yes,
,Property,StreetSuffix,Ln,,StreetSuffix,Lane,The street suffix is Lane.,Yes,Yes,
,Property,AlternateStreetSuffix,Loop,,StreetSuffix,Loop,The street suffix is Loop.,Yes,Yes,
,Property,StreetSuffix,Loop,,StreetSuffix,Loop,The street suffix is Loop.,Yes,Yes,
,Property,AlternateStreetSuffix,Mews,,StreetSuffix,Meadows,The street suffix is Meadows.,Yes,Yes,
